,yelpid,name,image,url,latitude,longitude,address,phone,categories,transactions,rating,reviews
16,rJY7EbVlXPXWgwojyEJq8w,Lotus Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/fUZ-XO6iqV5rmhbUXrUyxg/o.jpg,https://www.yelp.com/biz/lotus-restaurant-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.96961,-93.27993,"113 W Grant St Minneapolis, MN 55403",(612) 870-1218,['Vietnamese'],['delivery'],4.5,722
17,5K82sS0qi4hCnNXzc0mM3A,Revival,https://s3-media1.fl.yelpcdn.com/bphoto/JkWblFghKi0DgZNUbvevcQ/o.jpg,https://www.yelp.com/biz/revival-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.925208,-93.27771,"4257 Nicollet Ave Minneapolis, MN 55409",(612) 345-4516,"['Southern', 'Sandwiches', 'Bars']",[],4.0,991
18,NU-w3A68w-rG4o-VUryb7w,Red Cow,https://s3-media3.fl.yelpcdn.com/bphoto/hO5Hs95PgMscEmqYHSJxkw/o.jpg,https://www.yelp.com/biz/red-cow-minneapolis-7?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.912706,-93.326139,"3624 W 50th St Minneapolis, MN 55410",(612) 767-4411,"['Burgers', 'Bars', 'American (New)']",['delivery'],4.5,750
19,Losq2H67kunQy6qQ6LFjmg,Quang Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/ik7rFFEYVb6AEpTs2cCSNA/o.jpg,https://www.yelp.com/biz/quang-restaurant-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.953094,-93.277728,"2719 Nicollet Ave S Minneapolis, MN 55408",(612) 870-4739,"['Vietnamese', 'Sandwiches', 'Noodles']",['delivery'],4.0,1057
20,smrdXQyTcbqOHnK_OuScDw,My Huong Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/h5rLl9s1azqY1zG_08QBMg/o.jpg,https://www.yelp.com/biz/my-huong-kitchen-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9530173,-93.2780481,"2718 Nicollet Ave Ste 101B Minneapolis, MN 55408",(612) 872-2323,"['Vietnamese', 'Bubble Tea', 'Juice Bars & Smoothies']","['pickup', 'delivery']",4.5,367
21,-FQ05TKTVSFHcNPja2KvuA,Travail Kitchen & Amusements,https://s3-media2.fl.yelpcdn.com/bphoto/TdRObsrH0GpQqnqCOkkNAQ/o.jpg,https://www.yelp.com/biz/travail-kitchen-and-amusements-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.96327,-93.2914,"1930 Hennepin Ave S Minneapolis, MN 55403",(763) 535-1131,['American (New)'],[],4.5,368
22,B7-6lvbEZqT87UW6ybNcJw,Manny's Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/HVLBjDRxzGlm30KyjZR0aQ/o.jpg,https://www.yelp.com/biz/mannys-steakhouse-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.97443,-93.27179,"825 Marquette Ave Minneapolis, MN 55402",(612) 339-9900,"['Steakhouses', 'Breakfast & Brunch', 'American (Traditional)']",['delivery'],4.0,810
23,zXAv5ul5nRJZp3AGq9BzKA,Broders' Pasta Bar,https://s3-media4.fl.yelpcdn.com/bphoto/eCPLfI92UAiMf2FUZgMj9A/o.jpg,https://www.yelp.com/biz/broders-pasta-bar-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.91208,-93.30902,"5000 Penn Ave S Minneapolis, MN 55419",(612) 925-9202,"['Italian', 'Wine Bars']","['pickup', 'delivery']",4.5,516
24,BDfqDNyVp0fyDadZOTXEVw,Cafe Lurcat,https://s3-media4.fl.yelpcdn.com/bphoto/4fbOOdEjc1ZoIXSmyy_2qA/o.jpg,https://www.yelp.com/biz/cafe-lurcat-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9712313030077,-93.2863992847916,"1624 Harmon Pl Minneapolis, MN 55403",(612) 486-5500,"['American (New)', 'Bars']",['delivery'],4.5,466
25,Z9UFvaj_zeaVSg4Ta8D9qQ,Red Rabbit,https://s3-media4.fl.yelpcdn.com/bphoto/SfX46m1s-DtJCvXSn9g8wA/o.jpg,https://www.yelp.com/biz/red-rabbit-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.983677,-93.2716188523742,"201 N Washington Ave Minneapolis, MN 55401",(612) 767-8855,"['Italian', 'Pizza', 'Bars']",['delivery'],4.5,526
26,aimyTOmIqdTOP6wF4dm30A,The Capital Grille,https://s3-media3.fl.yelpcdn.com/bphoto/oN6lT1iJDxkPUGRn6lvNog/o.jpg,https://www.yelp.com/biz/the-capital-grille-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9770069029009,-93.2759910821915,"801 Hennepin Ave Minneapolis, MN 55402",(612) 692-9000,"['Steakhouses', 'Seafood', 'Wine Bars']",[],4.5,326
27,uEQ-UJ6sj03MOGVYoWP2GQ,Alma,https://s3-media2.fl.yelpcdn.com/bphoto/yZtovh488TqYFIKHwegdHg/o.jpg,https://www.yelp.com/biz/alma-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98373,-93.24814,"528 University Ave SE Minneapolis, MN 55414",(612) 379-4909,"['Cafes', 'American (New)', 'Guest Houses']",['delivery'],4.5,522
28,IJUi7B11Ohxd0yxXMZbPUQ,Fogo de Chão Brazilian Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/tGT4uDOXbFXr_pt5uLNj2A/o.jpg,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-minneapolis-9?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9780575369039,-93.2742076579676,"645 Hennepin Ave Minneapolis, MN 55403",(612) 338-1344,"['Brazilian', 'Steakhouses']",['delivery'],4.0,792
29,PXOyMIcQjZOlakLruK2BPQ,Victor's 1959 Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/raJxuAhj0qiyPZu6USX2mQ/o.jpg,https://www.yelp.com/biz/victors-1959-cafe-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.93423,-93.28462,"3756 Grand Ave S Minneapolis, MN 55409",(612) 827-8948,"['Cuban', 'Breakfast & Brunch']","['pickup', 'delivery']",4.0,576
30,L9-URJtUCfQu4DpDh-d6wQ,Smack Shack,https://s3-media4.fl.yelpcdn.com/bphoto/hd8KFp42hE-mhdUvvMjZ3A/o.jpg,https://www.yelp.com/biz/smack-shack-minneapolis-4?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9866669959331,-93.2762138294999,"603 N Washington Ave Minneapolis, MN 55401",(612) 259-7288,"['Seafood', 'American (Traditional)', 'Bars']",['delivery'],4.0,923
31,qgV2NGFS2ZL3JCwKTMkkPw,Birchwood Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/aWsp6A6u_MqCHy9MXZkHKg/o.jpg,https://www.yelp.com/biz/birchwood-cafe-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.95721,-93.2234,"3311 E 25th St Minneapolis, MN 55406",(612) 722-4474,"['Breakfast & Brunch', 'American (New)', 'Coffee & Tea']","['pickup', 'delivery']",4.0,628
32,C7Xg_fWiammvygwKKd4rJg,Lake & Irving,https://s3-media2.fl.yelpcdn.com/bphoto/wyhWCo1XbxfcPhhe2sctkw/o.jpg,https://www.yelp.com/biz/lake-and-irving-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.948141,-93.301562,"1513 W Lake St Minneapolis, MN 55408",(612) 354-2453,"['American (New)', 'Bars']",['delivery'],4.5,392
33,73RMDet9463psTx8L5JI2Q,The Bachelor Farmer,https://s3-media2.fl.yelpcdn.com/bphoto/PQujkgeMq7x4HTXJpnJpLQ/o.jpg,https://www.yelp.com/biz/the-bachelor-farmer-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.985718,-93.2687912,"50 N 2nd Ave Minneapolis, MN 55401",(612) 206-3920,['American (New)'],['delivery'],4.0,598
34,ykTnu3sVxnnIeHpLRqE8bQ,Hen House Eatery,https://s3-media4.fl.yelpcdn.com/bphoto/eaVCyCvJhVJTfkkjd42uRg/o.jpg,https://www.yelp.com/biz/hen-house-eatery-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9752558913143,-93.2713201229745,"114 S 8th St Minneapolis, MN 55402",(612) 345-4664,"['Breakfast & Brunch', 'American (Traditional)', 'Beer Bar']","['pickup', 'delivery']",4.0,797
35,51SWfc0I300IpUZcv7kCfA,Zen Box Izakaya,https://s3-media3.fl.yelpcdn.com/bphoto/p_OBEv5GmgpFK-FGIyuoEw/o.jpg,https://www.yelp.com/biz/zen-box-izakaya-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9784334,-93.2596172,"602 Washington Ave S Minneapolis, MN 55415",(612) 332-3936,"['Ramen', 'Izakaya', 'Tapas Bars']","['pickup', 'delivery']",4.0,623
36,fLFHwZe2DSgK98s3SKhWdw,Al's Breakfast,https://s3-media3.fl.yelpcdn.com/bphoto/uvne3MZOF5PlkSKciv_pew/o.jpg,https://www.yelp.com/biz/als-breakfast-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98101,-93.23565,"413 14th Ave SE Minneapolis, MN 55414",(612) 331-9991,"['Diners', 'Breakfast & Brunch']",[],4.0,508
37,tiXUs4dvnrP6EhrvX5Yl_Q,Town Talk Diner & Gastropub,https://s3-media1.fl.yelpcdn.com/bphoto/-7o1CBi9bqrVII1nEwxlzQ/o.jpg,https://www.yelp.com/biz/town-talk-diner-and-gastropub-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9481,-93.23273,"2707 E Lake St Minneapolis, MN 55406",(612) 353-5398,"['American (New)', 'Gastropubs', 'Cocktail Bars']",[],4.5,205
38,TRj1IbnWC7T5pGiTw6B4-w,World Street Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/Mc-1c_LKmSEYwbZ6UQlWtg/o.jpg,https://www.yelp.com/biz/world-street-kitchen-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.952656,-93.287855,"2743 Lyndale Ave S Minneapolis, MN 55408",(612) 424-8855,"['Asian Fusion', 'Breakfast & Brunch', 'Sandwiches']",['delivery'],4.0,539
39,XQlAknWdrFAe-odzTSc_0Q,Burch Steak and Pizza Bar,https://s3-media1.fl.yelpcdn.com/bphoto/jxVggZ3g0Wz03f4-dYq2Tw/o.jpg,https://www.yelp.com/biz/burch-steak-and-pizza-bar-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9630224,-93.2916601,"1933 Colfax Ave S Minneapolis, MN 55403",(612) 843-1515,"['Steakhouses', 'Pizza', 'Desserts']",['delivery'],4.0,535
40,2IOQ8COCI7iiJX2OiCPtoQ,The Lowry,https://s3-media4.fl.yelpcdn.com/bphoto/jALJhVeXQEO9lUoU_xgt1g/o.jpg,https://www.yelp.com/biz/the-lowry-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.961576,-93.292705,"2112 Hennepin Ave Minneapolis, MN 55405",(612) 341-2112,"['Bars', 'American (Traditional)', 'Breakfast & Brunch']","['pickup', 'delivery']",4.0,710
41,7qd98YA5vv0ASuXGjVvn0A,Patisserie 46,https://s3-media1.fl.yelpcdn.com/bphoto/T_GtibKlyFdykqjrpcUeUQ/o.jpg,https://www.yelp.com/biz/patisserie-46-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.91975,-93.2848,"4552 Grand Ave S Minneapolis, MN 55419",(612) 354-3257,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",['delivery'],4.5,343
42,RmHT3EhtGNmIBqMmn6sbcA,The Kenwood,https://s3-media2.fl.yelpcdn.com/bphoto/EhSpegsY9csU7weAGzoQZA/o.jpg,https://www.yelp.com/biz/the-kenwood-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9616050720215,-93.3080062866211,"2115 W 21st St Minneapolis, MN 55405",(612) 377-3695,"['American (New)', 'Breakfast & Brunch']",['pickup'],4.5,294
43,Cwya4QAu8R2ylFFQn9PJhw,The Anchor Fish & Chips,https://s3-media2.fl.yelpcdn.com/bphoto/O3P4xERkpRln9KzZYe6YBA/o.jpg,https://www.yelp.com/biz/the-anchor-fish-and-chips-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.000844,-93.26438,"302 13th Ave NE Minneapolis, MN 55413",(612) 676-1300,['Fish & Chips'],['delivery'],4.0,564
44,kzzUiEHyf7LwRJ6DUx8Wyg,Our Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/sw8Za5AptYGL85JEOiFb9Q/o.jpg,https://www.yelp.com/biz/our-kitchen-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.937556,-93.290202,"813 W 36th St Minneapolis, MN 55408",(612) 825-3718,"['Breakfast & Brunch', 'Diners']",['delivery'],4.5,301
45,83mW24NnFzdTlfbjQ4VXXQ,Tilia,https://s3-media2.fl.yelpcdn.com/bphoto/gZR9wwpvbzgaTqLNSTCrrg/o.jpg,https://www.yelp.com/biz/tilia-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.92467,-93.31407,"2726 W 43rd St Minneapolis, MN 55410",(612) 354-2806,"['American (New)', 'Breakfast & Brunch']",['delivery'],4.0,619
46,uETQZ6X9HAGPzozGgqjtiQ,Gorkha Palace,https://s3-media4.fl.yelpcdn.com/bphoto/NCJvv7NSxd4sA7y-1XhJug/o.jpg,https://www.yelp.com/biz/gorkha-palace-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.989277,-93.255079,"23 4th St NE Minneapolis, MN 55414",(612) 886-3451,"['Himalayan/Nepalese', 'Indian']","['pickup', 'delivery']",4.5,392
47,73rVjgI3z9__qKcHHRoAOw,Kramarczuk's Sausage Company,https://s3-media2.fl.yelpcdn.com/bphoto/pNz0g0m6R6gP8CLmXRQllw/o.jpg,https://www.yelp.com/biz/kramarczuks-sausage-company-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9879,-93.25739,"215 E Hennepin Ave Minneapolis, MN 55414",(612) 379-3018,"['Delis', 'Polish', 'Sandwiches']","['pickup', 'delivery']",4.0,391
48,52Sw9P9nW1-5yu6dZOpyeg,French Meadow Bakery & Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/kC84oVKetiZRL4SEvJV7BA/o.jpg,https://www.yelp.com/biz/french-meadow-bakery-and-cafe-minneapolis-4?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9550656,-93.2882428,"2610 Lyndale Ave S Minneapolis, MN 55408",(612) 870-7855,"['American (New)', 'Breakfast & Brunch', 'Cafes']","['pickup', 'delivery']",4.0,813
