,googleplacesid,name,latitude,longitude,address,rating,reviews,price,icon,photos
25,ChIJQd6o-ZMys1IRq6HVpHwel-Y,The Capital Grille,44.9769367,-93.2759331,"801 Hennepin Ave, Minneapolis, MN 55402, United States",4.7,929,4,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112861276146626878621"">Andrew Balfour</a>']]"
26,ChIJ9TrI_8Eys1IR2Uezdwm3nmg,Café and Bar Lurcat,44.9712694,-93.28621389999999,"1624 Harmon Pl, Minneapolis, MN 55403, United States",4.6,803,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111530948467383585511"">Cafe &amp; Bar Lurcat</a>']]"
27,ChIJM75Ao3Ets1IRftCVbIP51eY,Alma,44.983884,-93.248088,"528 University Ave SE, Minneapolis, MN 55414, United States",4.6,1229,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106883438119200579111"">A Google User</a>']]"
28,ChIJAzVY9b0n9ocR4J7ffirBPLI,Victor's 1959 Cafe,44.93421499999999,-93.28470399999999,"3756 Grand Ave S, Minneapolis, MN 55409, United States",4.7,1532,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113314242354474517476"">Victor&#39;s 1959 Cafe</a>']]"
29,ChIJE3kxG5Eys1IRbB_gCwewckY,Fogo de Chão Brazilian Steakhouse,44.9780575,-93.27420769999999,"645 Hennepin Ave, Minneapolis, MN 55403, United States",4.5,4145,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/117816225355493930311"">Joshua Wood</a>']]"
30,ChIJj2Sea4kys1IR8FbtTsPKoug,Smack Shack,44.986801,-93.27640099999999,"603 N Washington Ave, Minneapolis, MN 55401, United States",4.5,2374,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111678930597804957411"">Smack Shack</a>']]"
31,ChIJOZq5gCsts1IRsVtrCfY7zXA,Birchwood Cafe,44.957235,-93.223421,"3311 East 25th Street, Minneapolis, MN 55406, United States",4.6,1692,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100764943187101954325"">A Google User</a>']]"
32,ChIJvdIP0X4n9ocR0M9tMj3o2TU,Lake & Irving Restaurant & Bar,44.9482546,-93.3016008,"1513 W Lake St, Minneapolis, MN 55408, United States",4.7,554,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103446912496911127174"">Lake &amp; Irving Restaurant &amp; Bar</a>']]"
33,ChIJz_r2I4Qys1IRcsfV5jGwVY8,The Bachelor Farmer,44.9856718,-93.2689168,"50 N 2nd Ave, Minneapolis, MN 55401, United States",4.6,811,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106312323137201329657"">The Bachelor Farmer</a>']]"
34,ChIJr03h2Jkys1IREtlw7i5kytw,Hen House Eatery,44.9750527,-93.2706235,"114 S 8th St, Minneapolis, MN 55402, United States",4.5,2869,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113706812020141193545"">A Google User</a>']]"
35,ChIJrztXQWIts1IRwvGBsxcgCnU,Zen Box Izakaya,44.97833070000001,-93.25920149999999,"602 S Washington Ave, Minneapolis, MN 55415, United States",4.6,1237,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109178095533441097487"">Zen Box Izakaya</a>']]"
36,ChIJ8_mZkhEts1IRiFtvRB5u5iM,Al's Breakfast,44.9810593,-93.2356508,"413 14th Ave SE, Minneapolis, MN 55414, United States",4.7,1002,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109708851970596269691"">Esteban Jait</a>']]"
37,ChIJQ_vdcyQo9ocR2N-hul49a2I,Town Talk Diner & Gastropub,44.94811989999999,-93.23277790000002,"2707 E Lake St, Minneapolis, MN 55406, United States",4.6,276,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/105508574809037361168"">Le Town Talk Diner &amp; Drinkery</a>']]"
38,ChIJN8U6ktoys1IRj_PB_C-e0_0,Burch Steak,44.9630224,-93.2916601,"1933 Colfax Ave S, Minneapolis, MN 55403, United States",4.5,869,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111179819549088358145"">Bobby Khan</a>']]"
39,ChIJEa33Aogn9ocRa86tLqTjRv0,World Street Kitchen,44.9525952,-93.28783589999999,"2743 Lyndale Ave S #5, Minneapolis, MN 55408, United States",4.6,1213,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/101412168320498121469"">World Street Kitchen</a>']]"
40,ChIJ8fv1whkn9ocR6HUhb-sWe84,Patisserie 46,44.9197552,-93.28480599999999,"4552 Grand Ave S, Minneapolis, MN 55419, United States",4.7,798,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100726915532117426719"">Brenda Johnson</a>']]"
41,ChIJn2cpm9Ays1IRVif4cw18GcA,The Lowry,44.9615287,-93.2926604,"2112 Hennepin Ave, Minneapolis, MN 55405, United States",4.4,1873,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106584919013394340918"">The Lowry</a>']]"
42,ChIJ0VzpYiUzs1IRdw4ZxQGotR0,The Kenwood Restaurant,44.9616468,-93.3079693,"2115 W 21st St, Minneapolis, MN 55405, United States",4.6,457,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100776597613492313232"">Grant Nelson</a>']]"
43,ChIJv4aZ5Xcys1IROxn69iX4l_w,The Anchor Fish & Chips,45.0007262,-93.26434909999999,"302 13th Ave NE, Minneapolis, MN 55413, United States",4.7,1676,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/104384172341715488064"">A Google User</a>']]"
44,ChIJ1xiNvZkn9ocRKa1jwKIZ4ck,Our Kitchen,44.9375542,-93.2902022,"813 W 36th St, Minneapolis, MN 55408, United States",4.7,582,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107458629228707302678"">Andrew David</a>']]"
45,ChIJkwXEURcn9ocRhjBpeQz3yPA,Tilia,44.9246358,-93.3141271,"2726 W 43rd St, Minneapolis, MN 55410, United States",4.6,621,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112141654837999433402"">Michelle Clark</a>']]"
46,ChIJR2GAy34ts1IRyfUe8wxC_i0,Kramarczuk Sausage Company,44.9878093,-93.2572948,"215 E Hennepin Ave, Minneapolis, MN 55414, United States",4.7,2168,2,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115623018157481988606"">Kramarczuk&#39;s Sausage Company</a>']]"
47,ChIJ02_O-ngts1IRNDRHYVqX6kY,Gorkha Palace,44.9892583,-93.2550972,"23 4th St NE, Minneapolis, MN 55414, United States",4.6,796,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/117310515861739121887"">Gary Cartagena</a>']]"
48,ChIJwQzEd80ys1IRMqr4uqdRbUM,French Meadow Bakery & Cafe,44.95499,-93.288477,"2610 Lyndale Ave S, Minneapolis, MN 55408, United States",4.5,2163,2,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/101618503288845333026"">French Meadow Bakery &amp; Cafe</a>']]"
49,ChIJ8dlFFIkys1IRlWsLIEd2EB8,Black Sheep Coal Fired Pizza,44.9872212,-93.2758257,"600 N Washington Ave, Minneapolis, MN 55401, United States",4.5,1113,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115900297175982802768"">Heidi Zimmerman</a>']]"
50,ChIJR7mcJVwn9ocRJ9cEEU23_C8,Wakame Sushi & Asian Bistro,44.9468009,-93.32196520000001,"3070 Excelsior Blvd, Minneapolis, MN 55416, United States",4.6,1194,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100509366556150204033"">Magdalena 0</a>']]"
51,ChIJPeULrests1IRwHECsj8P_ic,El Taco Riendo,45.0126915,-93.2475766,"2412 Central Ave NE, Minneapolis, MN 55418, United States",4.6,1609,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100763001254416155412"">Sam Elias</a>']]"
52,ChIJwQMAd8DLj4ARxETHpYQPprs,Brit's Pub,44.972818,-93.2759227,"1110 Nicollet Mall, Minneapolis, MN 55403, United States",4.4,3397,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116621707466478691803"">Brit&#39;s Pub</a>']]"
53,ChIJ4S8J0Y8ys1IRmWaq0xTwphg,Pizza Luce,44.98175089999999,-93.2735502,"119 N 4th St, Minneapolis, MN 55401, United States",4.4,2180,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113465585542666621370"">Michael Wessel</a>']]"
54,ChIJBfieZbUys1IRk3L8N5y7-gI,Lu's Sandwiches,44.954834,-93.27806900000002,"2624 Nicollet Ave, Minneapolis, MN 55408, United States",4.5,640,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102357124359560617763"">Lu&#39;s Sandwiches</a>']]"
55,ChIJLxPhMfUts1IRSGFlQ7usiVI,Hai Hai,45.0098593,-93.2628864,"2121 University Ave NE, Minneapolis, MN 55418, United States",4.5,1503,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112759016329597526075"">Tyler</a>']]"
56,ChIJeYxxjZAys1IRRei-3G2fPuo,Murray's,44.9784833,-93.2725528,"26 South 6th St, Minneapolis, MN 55402, United States",4.7,1007,4,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103939799861789297052"">Murray&#39;s</a>']]"
57,ChIJ4ft0WZQts1IR2lpdC3AxMFM,Maya Cuisine,45.0074182,-93.2478287,"1840 Central Ave NE, Minneapolis, MN 55418, United States",4.5,1479,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110563878208292028196"">Alexander Schwartz</a>']]"
58,ChIJEZL-o9Yys1IRlL28jEVsYaA,Rinata Restaurant,44.9575651,-93.29510789999999,"2451 Hennepin Ave S, Minneapolis, MN 55405, United States",4.6,312,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115124896665099699091"">Patrick Kelly</a>']]"
59,ChIJ6WZ_Jooys1IRr9VAAy6FY-8,Parlour,44.9887376,-93.2779944,"730 N Washington Ave, Minneapolis, MN 55401, United States",4.6,627,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111058509525230416006"">Jens Knutson</a>']]"
60,ChIJWQwWOYoys1IRpXazSG4jUI8,The Freehouse,44.9875643,-93.2771578,"701 N Washington Ave #101, Minneapolis, MN 55401, United States",4.4,779,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/118041730782308025776"">The Freehouse</a>']]"
61,ChIJI2VFTF4n9ocRFaxrEh7m4ZI,Punch Pizza Lake Calhoun,44.9493672,-93.3204621,"3226 W Lake St, Minneapolis, MN 55416, United States",4.7,516,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116096410038747169407"">Michelle Chaput</a>']]"
62,ChIJH1cpmoQo9ocR-z7wImMRsIQ,Hot Plate,44.90861109999999,-93.2527778,"5204 Bloomington Ave, Minneapolis, MN 55417, United States",4.6,1111,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112672723517588799815"">Hot Plate</a>']]"
63,ChIJA_Kxljcts1IRSZrdfx4AV3c,Himalayan Restaurant,44.9486239,-93.2294357,"2910 E Lake St, Minneapolis, MN 55406, United States",4.6,1209,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107625468263703399492"">David Coats</a>']]"
64,ChIJt344xtots1IRPkSdD9JJ0WA,Hazel's Northeast,45.0203318,-93.23685809999999,"2859 Johnson St NE, Minneapolis, MN 55418, United States",4.6,1347,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113911556299486578414"">Hazel&#39;s Northeast</a>']]"
65,ChIJK9Rafb8ys1IR2v_2CTBUQkI,Eggy's Minneapolis,44.9689103,-93.28049039999999,"120 W 14th St, Minneapolis, MN 55403, United States",4.3,1057,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116562041901779786696"">Stephen Wells</a>']]"
66,ChIJb-y0LxIts1IRkAVWijtbakE,Lands End Pasty Company,44.98036,-93.236701,"1316 4th St SE, Minneapolis, MN 55414, United States",4.8,230,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103541187833088411666"">Duc Minh Tran</a>']]"
67,ChIJid5-x9Mp9ocRa8O-g-WPPRQ,Hi-Lo Diner,44.9485906,-93.2142949,"4020 E Lake St, Minneapolis, MN 55406, United States",4.4,2169,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111251838272796558001"">Hi-Lo Diner</a>']]"
68,ChIJHy_yjrUys1IRAzB3aslEuQc,Icehouse,44.9563234,-93.2780612,"2528 Nicollet Ave, Minneapolis, MN 55404, United States",4.5,1262,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113157637912304702861"">Arun Madhavan</a>']]"
69,ChIJUwlN-scn9ocRtDZXalhHYw4,The Lowbrow,44.9254287,-93.2781287,"4244 Nicollet Ave, Minneapolis, MN 55409, United States",4.6,968,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106301105253505021656"">Cyndi Anderson-Hinds</a>']]"
70,ChIJfeuNWH8n9ocRNU0aPGHo0ZE,Chino Latino,44.9486613,-93.2985776,"2916 Hennepin Ave S, Minneapolis, MN 55408, United States",4.3,1747,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/108501353535856993599"">A Google User</a>']]"
71,ChIJQ4xle0kn9ocRO1-nnnqwuoo,Colita,44.9048458,-93.3090625,"5400 Penn Ave S, Minneapolis, MN 55419, United States",4.9,526,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110957704875576918819"">Don Dude</a>']]"
72,ChIJSQDzWBcn9ocRheXCuSwGuTI,Clancey's Meats & Fish,44.9242532,-93.31451849999999,"4307 S Upton Ave #1556, Minneapolis, MN 55410, United States",4.7,91,2,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102832384709364998596"">George Slade</a>']]"
73,ChIJdy0aR84ys1IR22yWTLPCROs,Muddy Waters Bar & Eatery,44.9492062,-93.2877012,"2933 Lyndale Ave S, Minneapolis, MN 55408, United States",4.5,1044,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116389471108896490968"">Michael Vanderscheuren</a>']]"
74,ChIJf1n8xn4n9ocRUHMBvMoEqpo,Barbette,44.948526,-93.30223149999999,"1600 W Lake St, Minneapolis, MN 55408, United States",4.4,911,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107981105314404027463"">Barbette</a>']]"
75,ChIJoyoHjnkys1IR44-5_FWgKJE,Element Wood Fire Pizza,44.9985699,-93.26774209999999,"96 Broadway St NE, Minneapolis, MN 55413, United States",4.8,563,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115215957953653801412"">Kim Rinde</a>']]"
76,ChIJ81Dib5Ays1IRcvAyEzLFuEI,Trieste Cafe,44.9795574,-93.27187669999999,"10 S 5th St #9, Minneapolis, MN 55402, United States",4.8,248,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107632077444090459152"">Jeremy Olson</a>']]"
77,ChIJ--7w-b0n9ocRzUp3P3pA170,Rincón 38,44.9339871,-93.2842172,"3801 Grand Ave S, Minneapolis, MN 55409, United States",4.6,327,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115192896563211606040"">chad meirose</a>']]"
78,ChIJNxUO8b0n9ocRj2ctbzbteK0,Grand Cafe,44.9338237,-93.2846556,"3804 Grand Ave S, Minneapolis, MN 55409, United States",4.6,361,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100855303258285425308"">Grand Cafe</a>']]"
79,ChIJe18Tmogn9ocR7UpRi67Wfz8,Galactic Pizza,44.9496798,-93.2879102,"2917 Lyndale Ave S, Minneapolis, MN 55408, United States",4.4,571,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110253139821831272117"">Galactic Pizza</a>']]"
80,ChIJLdMuKesys1IRgX_Gi67kXP8,Eli's Food & Cocktails,44.97423329999999,-93.28134170000001,"1225 Hennepin Ave, Minneapolis, MN 55403, United States",4.5,482,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109730998845011818048"">Roshan Rajkumar</a>']]"
